figure_id,comparison_id,reference,other,modality,metric,mean_diff,p_raw,p_holm,n_pairs,ci_lo,ci_hi
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,K_max_tsne,-72.790000,0.000000,0.000000,100,-87.501250,-58.180000
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,K_max_umap,-58.840000,0.000000,0.000000,100,-70.630250,-47.488250
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,Q_global_tsne,-0.015956,0.000002,0.000006,100,-0.021999,-0.010016
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,Q_global_umap,-0.021062,0.000000,0.000000,100,-0.028800,-0.014118
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,Q_local_tsne,0.006721,0.005525,0.016574,100,0.000041,0.013353
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,Q_local_umap,-0.001093,0.961607,1.000000,100,-0.008385,0.006131
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,anisotropy_score_intrin,-0.018137,0.000264,0.002114,100,-0.027800,-0.009013
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,distance_correlation_tsne,-0.034707,0.000419,0.001677,100,-0.054020,-0.015568
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,distance_correlation_umap,-0.041364,0.000025,0.000123,100,-0.061275,-0.021927
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,manifold_dimensionality_intrin,-0.000164,0.772720,1.000000,100,-0.011099,0.011185
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,noise_resilience_intrin,-0.024279,0.302376,0.780675,100,-0.067662,0.015465
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,overall_quality_intrin,-0.015094,0.130314,0.651572,100,-0.030276,-0.000936
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,overall_quality_tsne,-0.014647,0.001353,0.008117,100,-0.023358,-0.005945
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,overall_quality_umap,-0.021173,0.000017,0.000103,100,-0.030750,-0.011927
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,participation_ratio_intrin,-0.009942,0.055037,0.385258,100,-0.017899,-0.002429
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,spectral_decay_rate_intrin,-0.016744,0.000001,0.000009,100,-0.023395,-0.010857
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,trajectory_directionality_intrin,-0.015384,0.134739,0.943175,100,-0.030328,-0.001882
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,ASW,0.048657,0.000000,0.000000,100,0.040587,0.057046
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,CAL,1077.645568,0.000000,0.000000,100,766.002556,1396.531853
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,DAV,-0.090600,0.000000,0.000000,100,-0.108052,-0.072857
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,K_max_tsne,-98.700000,0.000000,0.000000,100,-116.901000,-81.558750
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,K_max_umap,-76.060000,0.000000,0.000000,100,-92.260750,-61.788500
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,Q_global_tsne,-0.027464,0.000000,0.000000,100,-0.034393,-0.020931
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,Q_global_umap,-0.031430,0.000000,0.000000,100,-0.039623,-0.024268
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,Q_local_tsne,0.011666,0.001050,0.004201,100,0.004141,0.019240
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,Q_local_umap,0.000186,0.642523,1.000000,100,-0.008440,0.008730
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,anisotropy_score_intrin,-0.009236,0.184445,0.922224,100,-0.018931,-0.000281
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,distance_correlation_tsne,-0.061886,0.000000,0.000000,100,-0.080531,-0.044041
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,distance_correlation_umap,-0.060249,0.000000,0.000000,100,-0.080437,-0.041894
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,manifold_dimensionality_intrin,-0.014602,0.002397,0.021574,100,-0.024929,-0.004866
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,noise_resilience_intrin,-0.062815,0.003579,0.028634,100,-0.106513,-0.022028
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,overall_quality_intrin,-0.023145,0.007865,0.062917,100,-0.038827,-0.008886
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,overall_quality_tsne,-0.025894,0.000000,0.000003,100,-0.034548,-0.017358
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,overall_quality_umap,-0.030498,0.000000,0.000000,100,-0.040767,-0.021189
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,participation_ratio_intrin,-0.013403,0.003668,0.033012,100,-0.021520,-0.005754
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,spectral_decay_rate_intrin,-0.010117,0.008359,0.058516,100,-0.016873,-0.003889
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SSG,scCCVGBen_GAT,scCCVGBen_SSG,scrna,trajectory_directionality_intrin,-0.015541,0.106092,0.848733,100,-0.032148,0.000061
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,ASW,-0.007282,0.305542,0.916626,100,-0.018153,0.003264
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,CAL,-130.024551,0.679900,1.000000,100,-400.947799,137.393081
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,DAV,0.001447,0.882463,1.000000,100,-0.018180,0.021796
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,K_max_tsne,3.070000,0.568396,1.000000,100,-8.970000,15.490500
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,K_max_umap,-1.940000,0.912792,0.912792,100,-11.730000,7.780000
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,Q_global_tsne,-0.005996,0.068931,0.206792,100,-0.011558,-0.000278
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,Q_global_umap,-0.001741,0.625378,1.000000,100,-0.007034,0.003333
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,Q_local_tsne,-0.001147,0.253652,0.313206,100,-0.007018,0.005114
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,Q_local_umap,-0.003073,0.292741,0.878223,100,-0.009479,0.003587
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,anisotropy_score_intrin,-0.000069,0.917844,1.000000,100,-0.008224,0.008454
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,distance_correlation_tsne,-0.018276,0.021435,0.064304,100,-0.035532,-0.000459
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,distance_correlation_umap,-0.001371,0.783266,1.000000,100,-0.018443,0.015586
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,manifold_dimensionality_intrin,-0.000288,0.684947,1.000000,100,-0.009742,0.009064
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,noise_resilience_intrin,-0.010771,0.247766,0.780675,100,-0.051157,0.027659
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,overall_quality_intrin,-0.001632,0.705270,1.000000,100,-0.014860,0.011246
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,overall_quality_tsne,-0.008473,0.029521,0.087033,100,-0.016357,-0.000336
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,overall_quality_umap,-0.002062,0.690007,0.710026,100,-0.009816,0.005787
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,participation_ratio_intrin,-0.000978,0.533720,1.000000,100,-0.008315,0.006972
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,spectral_decay_rate_intrin,-0.001243,0.589323,1.000000,100,-0.006023,0.003676
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SuperGAT,scCCVGBen_GAT,scCCVGBen_SuperGAT,scrna,trajectory_directionality_intrin,0.002815,0.833872,1.000000,100,-0.010069,0.015499
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,ASW,0.062882,0.000000,0.000000,100,0.053562,0.072163
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,CAL,1299.586913,0.000000,0.000000,100,977.668371,1652.983885
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,DAV,-0.116154,0.000000,0.000000,100,-0.134966,-0.096973
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,K_max_tsne,-122.060000,0.000000,0.000000,100,-141.910250,-103.999500
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,K_max_umap,-104.350000,0.000000,0.000000,100,-121.640000,-88.900000
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,Q_global_tsne,-0.024869,0.000000,0.000000,100,-0.031400,-0.018801
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,Q_global_umap,-0.034487,0.000000,0.000000,100,-0.042436,-0.027469
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,Q_local_tsne,0.029616,0.000000,0.000000,100,0.022407,0.037171
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,Q_local_umap,0.011876,0.005467,0.027333,100,0.003910,0.019876
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,anisotropy_score_intrin,-0.010016,0.045012,0.270071,100,-0.018927,-0.001356
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,distance_correlation_tsne,-0.055089,0.000000,0.000000,100,-0.074115,-0.037175
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,distance_correlation_umap,-0.063012,0.000000,0.000000,100,-0.084732,-0.041998
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,manifold_dimensionality_intrin,-0.019145,0.000213,0.002130,100,-0.028384,-0.010210
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,noise_resilience_intrin,-0.085800,0.000094,0.000843,100,-0.126727,-0.046347
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,overall_quality_intrin,-0.031018,0.000254,0.002284,100,-0.045912,-0.016572
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,overall_quality_tsne,-0.016781,0.000176,0.001408,100,-0.025307,-0.008494
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,overall_quality_umap,-0.028541,0.000000,0.000000,100,-0.038746,-0.018580
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,participation_ratio_intrin,-0.016195,0.000323,0.003225,100,-0.024921,-0.007876
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,spectral_decay_rate_intrin,-0.008435,0.023250,0.139503,100,-0.014868,-0.002355
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_TAG,scCCVGBen_GAT,scCCVGBen_TAG,scrna,trajectory_directionality_intrin,-0.023780,0.008445,0.076272,100,-0.040096,-0.007985
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,ASW,0.077457,0.000000,0.000000,100,0.069146,0.086446
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,CAL,1507.915029,0.000000,0.000000,100,1190.585753,1849.915587
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,DAV,-0.137822,0.000000,0.000000,100,-0.156194,-0.120273
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,K_max_tsne,-129.450000,0.000000,0.000000,100,-147.944000,-113.029750
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,K_max_umap,-107.280000,0.000000,0.000000,100,-123.890250,-93.169500
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,Q_global_tsne,-0.021744,0.000000,0.000000,100,-0.029187,-0.014948
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,Q_global_umap,-0.031445,0.000000,0.000000,100,-0.039491,-0.024392
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,Q_local_tsne,0.035680,0.000000,0.000000,100,0.027429,0.043934
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,Q_local_umap,0.020158,0.000012,0.000095,100,0.010894,0.029153
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,anisotropy_score_intrin,-0.003761,0.807137,1.000000,100,-0.012961,0.004921
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,distance_correlation_tsne,-0.048558,0.000002,0.000009,100,-0.068611,-0.029410
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,distance_correlation_umap,-0.060726,0.000000,0.000000,100,-0.081068,-0.041963
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,manifold_dimensionality_intrin,-0.005678,0.427048,1.000000,100,-0.015043,0.003533
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,noise_resilience_intrin,-0.031001,0.130831,0.654157,100,-0.073507,0.009782
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,overall_quality_intrin,-0.009592,0.378745,1.000000,100,-0.025238,0.005146
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,overall_quality_tsne,-0.011541,0.009339,0.046697,100,-0.021001,-0.002198
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,overall_quality_umap,-0.024004,0.000005,0.000035,100,-0.034458,-0.014263
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,participation_ratio_intrin,-0.005044,0.313729,1.000000,100,-0.013718,0.003409
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,spectral_decay_rate_intrin,0.001243,0.313729,1.000000,100,-0.005301,0.007401
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Transformer,scCCVGBen_GAT,scCCVGBen_Transformer,scrna,trajectory_directionality_intrin,-0.005788,0.815136,1.000000,100,-0.022867,0.010280
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,ASW,0.013346,0.138078,0.138078,98,-0.008251,0.034265
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,CAL,1601.159847,0.000000,0.000000,98,1209.840224,2009.679227
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,DAV,-0.228457,0.000000,0.000000,98,-0.275113,-0.184688
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,K_max_tsne,-87.387755,0.000000,0.000000,98,-115.448980,-62.009439
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,K_max_umap,-94.836735,0.000000,0.000001,98,-127.745153,-64.835714
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,Q_global_tsne,0.014316,0.000674,0.002021,98,0.006924,0.021413
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,Q_global_umap,0.012916,0.003855,0.011565,98,0.004896,0.021157
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,Q_local_tsne,0.054241,0.000000,0.000000,98,0.041561,0.068245
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,Q_local_umap,0.071273,0.000000,0.000000,98,0.060016,0.083223
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,anisotropy_score_intrin,0.058360,0.000000,0.000000,98,0.048518,0.068028
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,distance_correlation_tsne,0.030399,0.020573,0.041146,98,0.008350,0.052221
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,distance_correlation_umap,0.034659,0.005497,0.016490,98,0.012620,0.057434
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,manifold_dimensionality_intrin,0.033113,0.000002,0.000006,98,0.021066,0.045266
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,noise_resilience_intrin,0.090891,0.000042,0.000168,98,0.048401,0.133556
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,overall_quality_intrin,0.043772,0.000000,0.000001,98,0.028714,0.058189
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,overall_quality_tsne,0.032985,0.000000,0.000000,98,0.022682,0.043215
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,overall_quality_umap,0.039616,0.000000,0.000000,98,0.029080,0.050572
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,participation_ratio_intrin,0.022887,0.000010,0.000039,98,0.013164,0.032244
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,spectral_decay_rate_intrin,0.032292,0.000000,0.000000,98,0.025716,0.038667
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_gaussian_threshold,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_gaussian_threshold,scrna,trajectory_directionality_intrin,0.024208,0.001149,0.004596,98,0.008803,0.039294
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,ASW,-0.049504,0.000000,0.000000,98,-0.060313,-0.039501
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,CAL,-1516.711279,0.000000,0.000000,98,-2025.347540,-1064.439161
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,DAV,0.044661,0.000020,0.000020,98,0.027496,0.063337
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,K_max_tsne,-26.408163,0.000100,0.000200,98,-45.061990,-11.234694
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,K_max_umap,-16.969388,0.092378,0.092378,98,-36.021939,-1.457908
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,Q_global_tsne,0.005509,0.049424,0.049424,98,-0.001776,0.012204
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,Q_global_umap,0.003270,0.170814,0.341628,98,-0.005052,0.010532
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,Q_local_tsne,-0.000278,0.737725,0.737725,98,-0.006606,0.006187
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,Q_local_umap,0.004700,0.176415,0.176415,98,-0.002672,0.012448
fig06,fig06_scCCVGBen_GAT_kNN_euc_vs_scCCVGBen_GAT_kNN_cosine,scCCVGBen_GAT_kNN_euc,scCCVGBen_GAT_kNN_cosine,scrna,anisotropy_score_intrin,-0.011637,0.005148,0.005148,98,-0.020016,-0.003960
