figure_id,comparison_id,reference,other,modality,metric,mean_diff,p_raw,p_holm,n_pairs,ci_lo,ci_hi
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,Q_local_umap,0.081971,0.000000,0.000000,100,0.071258,0.092776
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,anisotropy_score_intrin,0.076520,0.000000,0.000000,100,0.067529,0.085509
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,distance_correlation_tsne,-0.091203,0.000000,0.000000,100,-0.109926,-0.072349
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,distance_correlation_umap,-0.098561,0.000000,0.000000,100,-0.120592,-0.076021
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,manifold_dimensionality_intrin,0.047210,0.000000,0.000000,100,0.032788,0.061666
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,noise_resilience_intrin,0.103304,0.000027,0.000272,100,0.059213,0.147293
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,overall_quality_intrin,0.051403,0.000000,0.000000,100,0.034933,0.067144
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,overall_quality_tsne,-0.009006,0.029011,0.087033,100,-0.018292,0.000556
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,overall_quality_umap,-0.020190,0.000459,0.002295,100,-0.031573,-0.008447
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,participation_ratio_intrin,0.027832,0.000001,0.000012,100,0.017592,0.038596
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,spectral_decay_rate_intrin,0.041445,0.000000,0.000000,100,0.034920,0.047786
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Cheb,scCCVGBen_GAT,scCCVGBen_Cheb,scrna,trajectory_directionality_intrin,0.022054,0.007627,0.076272,100,0.006610,0.037412
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,ASW,0.139267,0.000000,0.000000,100,0.124137,0.154448
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,CAL,-360.755419,0.205763,0.617288,100,-821.463123,82.635198
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,DAV,-0.293879,0.000000,0.000000,100,-0.325934,-0.262056
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,K_max_tsne,-170.480000,0.000000,0.000000,100,-198.150000,-142.839500
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,K_max_umap,-169.330000,0.000000,0.000000,100,-187.532000,-151.666250
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,Q_global_tsne,-0.032842,0.000000,0.000000,100,-0.042379,-0.022845
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,Q_global_umap,-0.052080,0.000000,0.000000,100,-0.062796,-0.041817
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,Q_local_tsne,0.054228,0.000000,0.000000,100,0.040293,0.068906
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,Q_local_umap,0.039658,0.000000,0.000003,100,0.026197,0.053128
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,anisotropy_score_intrin,-0.266590,0.000000,0.000000,100,-0.283262,-0.249772
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,distance_correlation_tsne,-0.091186,0.000000,0.000000,100,-0.113116,-0.069209
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,distance_correlation_umap,-0.115245,0.000000,0.000000,100,-0.140487,-0.089964
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,manifold_dimensionality_intrin,0.002889,0.764838,1.000000,100,-0.012978,0.018719
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,noise_resilience_intrin,-0.398971,0.000000,0.000000,100,-0.469070,-0.330219
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,overall_quality_intrin,-0.197845,0.000000,0.000000,100,-0.223625,-0.172373
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,overall_quality_tsne,-0.023267,0.000062,0.000557,100,-0.036071,-0.009888
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,overall_quality_umap,-0.042556,0.000000,0.000001,100,-0.057224,-0.028122
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,participation_ratio_intrin,-0.087148,0.000000,0.000000,100,-0.100965,-0.073012
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,spectral_decay_rate_intrin,-0.153698,0.000000,0.000000,100,-0.166389,-0.141137
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_EdgeConv,scCCVGBen_GAT,scCCVGBen_EdgeConv,scrna,trajectory_directionality_intrin,-0.183275,0.000000,0.000000,100,-0.210342,-0.156480
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,ASW,-0.001425,0.654888,1.000000,100,-0.010066,0.006987
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,CAL,-125.019955,0.720653,1.000000,100,-403.853548,140.680868
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,DAV,-0.008696,0.154601,0.463803,100,-0.026125,0.010414
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,K_max_tsne,-0.470000,0.413986,1.000000,100,-12.270000,11.772250
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,K_max_umap,-6.020000,0.120682,0.362047,100,-15.140000,2.800500
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,Q_global_tsne,-0.003542,0.284926,0.394538,100,-0.009306,0.002364
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,Q_global_umap,-0.002948,0.198466,0.595399,100,-0.008331,0.002285
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,Q_local_tsne,-0.001878,0.156603,0.313206,100,-0.007546,0.003983
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,Q_local_umap,-0.006324,0.079508,0.318034,100,-0.013050,0.000406
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,anisotropy_score_intrin,-0.003586,0.697623,1.000000,100,-0.012227,0.005108
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,distance_correlation_tsne,-0.004679,0.659861,0.659861,100,-0.022674,0.014031
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,distance_correlation_umap,-0.001411,0.728388,1.000000,100,-0.018318,0.016076
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,manifold_dimensionality_intrin,-0.000464,0.836557,1.000000,100,-0.011667,0.010556
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,noise_resilience_intrin,0.007148,0.195169,0.780675,100,-0.033113,0.045143
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,overall_quality_intrin,0.001715,0.208237,0.832950,100,-0.011791,0.014087
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,overall_quality_tsne,-0.003366,0.397649,0.397649,100,-0.011405,0.004838
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,overall_quality_umap,-0.003561,0.355013,0.710026,100,-0.011425,0.004222
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,participation_ratio_intrin,0.001433,0.489501,1.000000,100,-0.006205,0.009032
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,spectral_decay_rate_intrin,-0.000731,0.866207,1.000000,100,-0.005889,0.004099
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GATv2,scCCVGBen_GAT,scCCVGBen_GATv2,scrna,trajectory_directionality_intrin,0.002347,0.441190,1.000000,100,-0.010326,0.014934
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,ASW,0.065615,0.000000,0.000000,100,0.056952,0.074647
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,CAL,1388.231270,0.000000,0.000000,100,1081.532313,1717.996176
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,DAV,-0.127337,0.000000,0.000000,100,-0.147415,-0.107625
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,K_max_tsne,-91.210000,0.000000,0.000000,100,-107.940250,-75.539500
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,K_max_umap,-74.990000,0.000000,0.000000,100,-88.780500,-62.160000
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,Q_global_tsne,-0.016339,0.000001,0.000005,100,-0.021984,-0.010935
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,Q_global_umap,-0.013641,0.000058,0.000233,100,-0.019651,-0.007967
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,Q_local_tsne,0.024578,0.000000,0.000000,100,0.017675,0.031651
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,Q_local_umap,0.019083,0.000033,0.000229,100,0.010818,0.027677
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,anisotropy_score_intrin,0.013285,0.001012,0.007087,100,0.005862,0.021312
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,distance_correlation_tsne,-0.045139,0.000001,0.000005,100,-0.061659,-0.029830
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,distance_correlation_umap,-0.029942,0.000128,0.000512,100,-0.045868,-0.014327
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,manifold_dimensionality_intrin,0.000061,0.632702,1.000000,100,-0.009141,0.009371
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,noise_resilience_intrin,0.012878,0.270643,0.780675,100,-0.020785,0.045622
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,overall_quality_intrin,0.007755,0.094717,0.648877,100,-0.004644,0.019671
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,overall_quality_tsne,-0.012300,0.016552,0.066208,100,-0.020444,-0.004498
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,overall_quality_umap,-0.008167,0.063846,0.191537,100,-0.016195,-0.000271
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,participation_ratio_intrin,0.005998,0.277253,1.000000,100,-0.003075,0.016027
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,spectral_decay_rate_intrin,0.006203,0.052895,0.264475,100,0.000220,0.012126
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GCN,scCCVGBen_GAT,scCCVGBen_GCN,scrna,trajectory_directionality_intrin,0.006621,0.393823,1.000000,100,-0.008406,0.021775
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,ASW,-0.023253,0.970320,1.000000,98,-0.065675,0.017057
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,CAL,-397.399103,0.030787,0.123149,98,-2019.161126,1085.304407
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,DAV,0.001961,0.606140,1.000000,98,-0.044671,0.049264
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,K_max_tsne,1.959184,0.000295,0.001179,98,-45.082908,41.227551
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,K_max_umap,42.755102,0.000000,0.000000,98,-13.277806,83.194388
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,Q_global_tsne,0.046934,0.000000,0.000000,98,0.035102,0.058587
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,Q_global_umap,0.071079,0.000000,0.000000,98,0.055855,0.086492
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,Q_local_tsne,0.085216,0.000000,0.000000,98,0.059580,0.112095
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,Q_local_umap,0.129800,0.000000,0.000000,98,0.101526,0.159091
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,anisotropy_score_intrin,-0.386215,0.000000,0.000000,98,-0.399464,-0.372657
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,distance_correlation_tsne,0.136122,0.000000,0.000000,98,0.098662,0.174596
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,distance_correlation_umap,0.168424,0.000000,0.000000,98,0.131896,0.205931
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,manifold_dimensionality_intrin,-0.021172,0.006465,0.051716,98,-0.036784,-0.006031
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,noise_resilience_intrin,-0.388560,0.000000,0.000000,98,-0.457680,-0.321913
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,overall_quality_intrin,-0.237686,0.000000,0.000000,98,-0.266692,-0.208819
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,overall_quality_tsne,0.089424,0.000000,0.000000,98,0.072123,0.107373
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,overall_quality_umap,0.123101,0.000000,0.000000,98,0.103199,0.143080
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,participation_ratio_intrin,-0.007271,0.374720,1.000000,98,-0.030137,0.016424
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,spectral_decay_rate_intrin,-0.274949,0.000000,0.000000,98,-0.290176,-0.259490
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_GIN,scCCVGBen_GAT,scCCVGBen_GIN,scrna,trajectory_directionality_intrin,-0.245910,0.000000,0.000000,98,-0.281244,-0.209694
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,ASW,0.223754,0.000000,0.000000,100,0.205439,0.241680
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,CAL,4130.368587,0.000000,0.000000,100,3578.111253,4724.173656
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,DAV,-0.381494,0.000000,0.000000,100,-0.412010,-0.349888
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,K_max_tsne,48.370000,0.000000,0.000000,100,32.069750,64.861000
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,K_max_umap,4.220000,0.153578,0.362047,100,-7.970250,15.490250
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,Q_global_tsne,0.037080,0.000000,0.000000,100,0.029191,0.044477
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,Q_global_umap,0.037247,0.000000,0.000000,100,0.029919,0.044618
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,Q_local_tsne,0.092370,0.000000,0.000000,100,0.083077,0.101612
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,Q_local_umap,0.089110,0.000000,0.000000,100,0.078880,0.098875
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,anisotropy_score_intrin,0.102094,0.000000,0.000000,100,0.087867,0.115491
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,distance_correlation_tsne,0.061769,0.000001,0.000005,100,0.040232,0.082409
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,distance_correlation_umap,0.073737,0.000000,0.000000,100,0.054282,0.092700
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,manifold_dimensionality_intrin,0.077820,0.000000,0.000000,100,0.061752,0.094720
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,noise_resilience_intrin,0.154311,0.000000,0.000000,100,0.112645,0.196593
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,overall_quality_intrin,0.061736,0.000000,0.000001,100,0.041247,0.082076
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,overall_quality_tsne,0.063740,0.000000,0.000000,100,0.052571,0.074034
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,overall_quality_umap,0.066698,0.000000,0.000000,100,0.056394,0.076847
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,participation_ratio_intrin,0.046398,0.000003,0.000031,100,0.029617,0.062620
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,spectral_decay_rate_intrin,0.033941,0.000000,0.000000,100,0.023077,0.044482
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_Graph,scCCVGBen_GAT,scCCVGBen_Graph,scrna,trajectory_directionality_intrin,-0.005527,0.662353,1.000000,100,-0.030356,0.018859
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,ASW,0.078033,0.000000,0.000000,100,0.067394,0.088869
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,CAL,1594.431018,0.000000,0.000000,100,1273.901697,1927.489681
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,DAV,-0.142453,0.000000,0.000000,100,-0.161832,-0.123103
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,K_max_tsne,-135.700000,0.000000,0.000000,100,-154.891500,-117.928250
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,K_max_umap,-109.950000,0.000000,0.000000,100,-126.840250,-94.718500
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,Q_global_tsne,-0.031347,0.000000,0.000000,100,-0.038394,-0.024540
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,Q_global_umap,-0.035144,0.000000,0.000000,100,-0.043341,-0.027889
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,Q_local_tsne,0.030884,0.000000,0.000000,100,0.023358,0.038226
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,Q_local_umap,0.017191,0.000368,0.002207,100,0.008746,0.025689
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,anisotropy_score_intrin,-0.001476,0.898768,1.000000,100,-0.009956,0.006737
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,distance_correlation_tsne,-0.070239,0.000000,0.000000,100,-0.089943,-0.051403
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,distance_correlation_umap,-0.067091,0.000000,0.000000,100,-0.088379,-0.046358
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,manifold_dimensionality_intrin,-0.010992,0.120155,0.841086,100,-0.020422,-0.001682
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,noise_resilience_intrin,-0.037778,0.037586,0.225516,100,-0.075842,-0.000170
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,overall_quality_intrin,-0.012688,0.092697,0.648877,100,-0.025742,-0.000401
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,overall_quality_tsne,-0.023568,0.000007,0.000069,100,-0.032628,-0.014690
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,overall_quality_umap,-0.028348,0.000001,0.000005,100,-0.039209,-0.017954
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,participation_ratio_intrin,-0.008960,0.033884,0.271074,100,-0.016422,-0.001588
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,spectral_decay_rate_intrin,-0.000151,0.622945,1.000000,100,-0.005934,0.005361
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SAGE,scCCVGBen_GAT,scCCVGBen_SAGE,scrna,trajectory_directionality_intrin,-0.008118,0.427048,1.000000,100,-0.022578,0.005764
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,ASW,0.037387,0.000000,0.000000,100,0.027021,0.047432
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,CAL,1002.103820,0.000000,0.000000,100,713.635421,1313.414370
fig05,fig05_scCCVGBen_GAT_vs_scCCVGBen_SG,scCCVGBen_GAT,scCCVGBen_SG,scrna,DAV,-0.061907,0.000000,0.000000,100,-0.079441,-0.044059
