dataset_id,gse,path_abs,tissue,organism,cell_count,n_genes,modality,provenance_dir,format,priority_guess
GSE213740_ADHm,GSE213740,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE213740_ADHm.h5ad,unknown,unknown,2000,4681,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE163558_stomachHmCancer,GSE163558,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE163558_stomachHmCancer.h5ad,stomach,unknown,2000,3374,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE228499_breastHmCancer,GSE228499,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE228499_breastHmCancer.h5ad,breast,human,2000,3275,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE148218_bmALLHmCancer,GSE148218,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE148218_bmALLHmCancer.h5ad,bone_marrow_blood,unknown,2000,3129,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE183904_GastricHmCancer,GSE183904,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE183904_GastricHmCancer.h5ad,stomach,human,2000,2388,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE262288_breastMetasisHmCancer,GSE262288,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE262288_breastMetasisHmCancer.h5ad,breast,human,2000,1671,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE115571_LPSMmDev,GSE115571,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE115571_LPSMmDev.h5ad,unknown,unknown,2000,3400,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE123902_LungAdreHmCancer,GSE123902,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE123902_LungAdreHmCancer.h5ad,lung,unknown,2000,2774,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE132509_acutelymluekPBMCHmCancer,GSE132509,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE132509_acutelymluekPBMCHmCancer.h5ad,bone_marrow_blood,human,2000,1920,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE168181_BreastHmCancer,GSE168181,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE168181_BreastHmCancer.h5ad,breast,human,2000,2305,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE222002_TcellsHmCancer,GSE222002,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE222002_TcellsHmCancer.h5ad,immune,unknown,2000,2704,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE145929_UrineMmDev,GSE145929,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE145929_UrineMmDev.h5ad,kidney,unknown,2000,2089,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE149655_CAHmCancer,GSE149655,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE149655_CAHmCancer.h5ad,unknown,unknown,2000,4803,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
GSE225857_liverColonMetasisHmCancer,GSE225857,/home/zeyufu/LAB/CODEVAE/code_batch_2000/GSE225857_liverColonMetasisHmCancer.h5ad,liver,unknown,2000,2106,scRNA,/home/zeyufu/LAB/CODEVAE/code_batch_2000,h5ad,1
worm_neuron_cell,unknown,/home/zeyufu/LAB/LAIOR/Liora/laior/unified_models1/scDeepCluster-main/scRNA-seq data/worm_neuron_cell.h5,brain_neural,unknown,unknown,unknown,scRNA,/home/zeyufu/LAB/LAIOR/scRNA-seq_data,h5_10x,2
mouse_bladder_cell,unknown,/home/zeyufu/LAB/LAIOR/Liora/laior/unified_models1/scDeepCluster-main/scRNA-seq data/mouse_bladder_cell.h5,unknown,mouse,unknown,unknown,scRNA,/home/zeyufu/LAB/LAIOR/scRNA-seq_data,h5_10x,2
worm_neuron_cell_select_2100,unknown,/home/zeyufu/LAB/LAIOR/Liora/laior/unified_models1/scDeepCluster-main/scRNA-seq data/worm_neuron_cell_select_2100.h5,brain_neural,unknown,unknown,unknown,scRNA,/home/zeyufu/LAB/LAIOR/scRNA-seq_data,h5_10x,2
mouse_bladder_cell_select_2100,unknown,/home/zeyufu/LAB/LAIOR/Liora/laior/unified_models1/scDeepCluster-main/scRNA-seq data/mouse_bladder_cell_select_2100.h5,unknown,mouse,unknown,unknown,scRNA,/home/zeyufu/LAB/LAIOR/scRNA-seq_data,h5_10x,2
10X_PBMC_select_2100,unknown,/home/zeyufu/LAB/LAIOR/Liora/laior/unified_models1/scDeepCluster-main/scRNA-seq data/10X_PBMC_select_2100.h5,bone_marrow_blood,human,unknown,unknown,scRNA,/home/zeyufu/LAB/LAIOR/scRNA-seq_data,h5_10x,2
mouse_ES_cell,unknown,/home/zeyufu/LAB/LAIOR/Liora/laior/unified_models1/scDeepCluster-main/scRNA-seq data/mouse_ES_cell.h5,unknown,mouse,unknown,unknown,scRNA,/home/zeyufu/LAB/LAIOR/scRNA-seq_data,h5_10x,2
10X_PBMC,unknown,/home/zeyufu/LAB/LAIOR/Liora/laior/unified_models1/scDeepCluster-main/scRNA-seq data/10X_PBMC.h5,bone_marrow_blood,human,unknown,unknown,scRNA,/home/zeyufu/LAB/LAIOR/scRNA-seq_data,h5_10x,2
mouse_ES_cell_select_2100,unknown,/home/zeyufu/LAB/LAIOR/Liora/laior/unified_models1/scDeepCluster-main/scRNA-seq data/mouse_ES_cell_select_2100.h5,unknown,mouse,unknown,unknown,scRNA,/home/zeyufu/LAB/LAIOR/scRNA-seq_data,h5_10x,2
AML,unknown,/home/zeyufu/LAB/SCRL/data/AML,unknown,unknown,unknown,unknown,scRNA,/home/zeyufu/LAB/SCRL/data,raw_directory,2
DentateGyrus,unknown,/home/zeyufu/LAB/SCRL/data/DentateGyrus,brain_neural,mouse,unknown,unknown,scRNA,/home/zeyufu/LAB/SCRL/data,raw_directory,2
Gastrulation,unknown,/home/zeyufu/LAB/SCRL/data/Gastrulation,unknown,unknown,unknown,unknown,scRNA,/home/zeyufu/LAB/SCRL/data,raw_directory,2
moignard15,unknown,/home/zeyufu/LAB/SCRL/data/moignard15,unknown,unknown,unknown,unknown,scRNA,/home/zeyufu/LAB/SCRL/data,raw_directory,2
paul15,unknown,/home/zeyufu/LAB/SCRL/data/paul15,unknown,mouse,unknown,unknown,scRNA,/home/zeyufu/LAB/SCRL/data,raw_directory,2
GSE137540_RAW,GSE137540,/home/zeyufu/LAB/SCRL/data/GSE137540_RAW.tar,unknown,unknown,unknown,unknown,scRNA,/home/zeyufu/LAB/SCRL/data,raw_tarball,2
