dataset_id,gse,path_abs,tissue,organism,cell_count,n_genes,modality,provenance_dir,format,priority_guess
GSM6783752_d20-p200_filtered_peak_bc_matrix,GSM6783752,/home/zeyufu/Downloads/ATAC_data/GSM6783752_d20-p200_filtered_peak_bc_matrix.h5ad,unknown,unknown,3722,140394,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM5975165_Arm_d60_filtered_peak_bc_matrix,GSM5975165,/home/zeyufu/Downloads/ATAC_data/GSM5975165_Arm_d60_filtered_peak_bc_matrix.h5ad,unknown,unknown,3805,96380,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM8900551_sample4_ATAC_filtered_peak_bc_matrix,GSM8900551,/home/zeyufu/Downloads/ATAC_data/GSM8900551_sample4_ATAC_filtered_peak_bc_matrix.h5ad,atac_generic,unknown,20020,64152,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM7062447_D2_filtered_peak_bc_matrix,GSM7062447,/home/zeyufu/Downloads/ATAC_data/GSM7062447_D2_filtered_peak_bc_matrix.h5ad,unknown,unknown,5764,131606,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM7064216_19_D006_filtered_peak_bc_matrix,GSM7064216,/home/zeyufu/Downloads/ATAC_data/GSM7064216_19_D006_filtered_peak_bc_matrix.h5ad,unknown,unknown,8905,76894,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM5342790_scD_filtered_peak_bc_matrix,GSM5342790,/home/zeyufu/Downloads/ATAC_data/GSM5342790_scD_filtered_peak_bc_matrix.h5ad,unknown,unknown,922,85534,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM7308369_Exp157DukeaBMTC_filtered_peak_bc_matrix,GSM7308369,/home/zeyufu/Downloads/ATAC_data/GSM7308369_Exp157DukeaBMTC_filtered_peak_bc_matrix.h5ad,bone_marrow_blood,unknown,9302,124773,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM8685155_TKX_filtered_feature_bc_matrix,GSM8685155,/home/zeyufu/Downloads/ATAC_data/GSM8685155_TKX_filtered_feature_bc_matrix.h5ad,unknown,unknown,16236,31053,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM7884550_D005_13_lobe_atac_filtered_peak_bc_matrix,GSM7884550,/home/zeyufu/Downloads/ATAC_data/GSM7884550_D005_13_lobe_atac_filtered_peak_bc_matrix.h5ad,atac_generic,unknown,6390,93030,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM8397466_WT1_filtered_peak_bc_matrix,GSM8397466,/home/zeyufu/Downloads/ATAC_data/GSM8397466_WT1_filtered_peak_bc_matrix.h5ad,unknown,unknown,18157,148834,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM6044077_4LM_human_filtered_peak_bc_matrix,GSM6044077,/home/zeyufu/Downloads/ATAC_data/GSM6044077_4LM_human_filtered_peak_bc_matrix.h5ad,unknown,human,5280,120762,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM6449879_NSCLC14_NormalLung_TregandCD8posT_scATAC_filtered_peak_bc_matrix,GSM6449879,/home/zeyufu/Downloads/ATAC_data/GSM6449879_NSCLC14_NormalLung_TregandCD8posT_scATAC_filtered_peak_bc_matrix.h5ad,lung,human,2513,63056,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM8900550_sample3_ATAC_filtered_peak_bc_matrix,GSM8900550,/home/zeyufu/Downloads/ATAC_data/GSM8900550_sample3_ATAC_filtered_peak_bc_matrix.h5ad,atac_generic,unknown,15701,56943,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM7777062_DON_filtered_peak_bc_matrix,GSM7777062,/home/zeyufu/Downloads/ATAC_data/GSM7777062_DON_filtered_peak_bc_matrix.h5ad,unknown,unknown,6433,268098,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
GSM8248669_8WKs_NegBCG_filtered_peak_bc_matrix,GSM8248669,/home/zeyufu/Downloads/ATAC_data/GSM8248669_8WKs_NegBCG_filtered_peak_bc_matrix.h5ad,unknown,unknown,4196,139388,scATAC,/home/zeyufu/Downloads/ATAC_data,h5ad,1
